id,supermarket,name,price,reference_price,reference_unit
121046,carrefour-es,Morcilla de cebolla sin aditivos Carrefour 400 g,2.9,7.25,kg
121047,carrefour-es,Chorizo criollo fresco sin aditivos Carrefour 400 g,4.4,11.0,kg
121049,carrefour-es,Chorizo oreado sin aditivos Carrefour 400 g,4.4,11.0,kg
121050,carrefour-es,Morcilla de arroz sin aditivos Carrefour 400 g,2.95,7.38,kg
121051,carrefour-es,Txistorra de Navarra De Nuestra Tierra 220 g,2.2,10.0,kg
121052,carrefour-es,Brochetas de pollo con limón Carrefour 4ud 320 g,3.0,3.0,ud
121053,carrefour-es,Butifarra extra enrollada 700 g,3.35,4.79,kg
121054,carrefour-es,Torrezno de Soria De Nuestra Tierra 230 g,3.9,16.96,kg
121055,carrefour-es,Morcilla de Wagyu Santa Rosalía 265 g,2.5,2.5,ud
121056,carrefour-es,Morcilla Asturiana La Pilarica 250 g,2.4,9.6,kg
121057,carrefour-es,Morcilla de Patata Nejosa 375 g,2.9,7.73,kg
121058,carrefour-es,Pinchos de Panceta Barbacoa La Nuncia 1 kg,8.9,8.9,ud
121059,carrefour-es,Morcilla Ibérica Achorizada Nejosa 375 g,3.25,8.67,kg
121060,carrefour-es,Morcilla de Burgos Dompal sin gluten 285 g.,3.9,13.68,kg
121061,carrefour-es,Preparado para cocido Carrefour 450 g aprox,2.34,5.2,kg
121062,carrefour-es,Compango Asturiano 300 g,2.95,9.83,kg
121063,carrefour-es,Compango Asturiano La Pilarica 250 g,2.9,11.6,kg
121065,carrefour-es,Preparado de Fabada La Pilarica 400 g,5.5,13.75,kg
121066,carrefour-es,Oreja de cerdo cocida Rogusa 500 g,3.59,7.18,kg
121067,carrefour-es,Solomillo de pollo marinado empanado Extratiernos ElPozo 500 g,3.37,6.75,kg
121068,carrefour-es,Nuggets de pollo 400 g,2.0,2.0,ud
121069,carrefour-es,"Flautas de pavo, pollo y queso Mesana 280 g",1.6,5.71,kg
121070,carrefour-es,Escalope de pollo Mesana 300 g,1.8,1.8,ud
121071,carrefour-es,Flautas de bacon y queso Mesana 280 g,1.6,1.6,ud
121072,carrefour-es,San Jacobo de Jamón cocido extra y queso 400 g,1.64,4.1,kg
121073,carrefour-es,Flautas de jamón cocido extra y queso Mesana 280 g,1.6,5.71,kg
121074,carrefour-es,Escalope de cerdo Mesana 315 g,2.0,2.0,ud
121075,carrefour-es,"Redondo de añojo limpio entero sin corte Calidad y Origen Carrefour 3,5 Kg aprox",34.65,9.9,kg
121076,carrefour-es,"Cinta de lomo de cerdo limpia y pulida pieza entera sin corte 4,5 Kg aprox",22.5,5.0,kg
121077,carrefour-es,"Tapilla/Picaña de añojo limpia entera sin corte Calidad y Origen Carrefou 3,5 Kg aprox",31.15,8.9,kg
121078,carrefour-es,"Costillar de cerdo limpio y pulido pieza entera sin corte 4,5 Kg aprox",30.15,6.7,kg
121079,carrefour-es,"Aguja c/hueso de cerdo limpia y pulida pieza entera sin corte 3,5 Kg aprox",17.15,4.9,kg
121080,carrefour-es,Panceta con costilla de cerdo limpia y pulida pieza entera sin corte 4 Kg aprox,23.6,5.9,kg
121081,carrefour-es,Jamón de cerdo limpio entero sin corte 7 Kg aprox,37.8,5.4,kg
121082,carrefour-es,"Solomillo de añojo limpio entero sin corte Calidad y Origen Carrefour  3,5 Kg aprox",101.15,28.9,kg
121083,carrefour-es,"Cadera de añojo limpia entera sin corte Calidad y Origen Carrefour pieza de 4,5 kg aprox",40.05,8.9,kg
121084,carrefour-es,Babilla de añojo limpia entera sin corte Calidad y Origen Carrefour 6 kg aprox,53.4,8.9,kg
121085,carrefour-es,Lomo bajo de añojo limpio entero sin corte Calidad y Origen Carrefour 6 Kg aprox,77.4,12.9,kg
121086,carrefour-es,Lomo alto de añojo limpio entero sin corte Calidad y Origen Carrefour 7 Kg aprox,97.3,13.9,kg
121087,carrefour-es,Chuletero centro s/cabeza de cerdo limpio y pulido pieza entera sin corte 6 Kg aprox,32.4,5.4,kg
121088,carrefour-es,Contra de añojo entera Calidad y Origen Carrefour 6 Kg aprox,53.4,8.9,kg
121089,carrefour-es,Tapa de añojo limpia entera sin corte Calidad y Origen Carrefour 7 Kg aprox,62.3,8.9,kg
121091,carrefour-es,Dorada de ración 500 g aprox,3.75,7.5,kg
121092,carrefour-es,Lubina de ración 500 g aprox,3.24,6.49,kg
121093,carrefour-es,Lomo de atún 300 g aprox,3.12,10.4,kg
121094,carrefour-es,Boquerones 500 g aprox,2.45,4.9,kg
121095,carrefour-es,Salmón Calidad y Origen Carrefour 1 ud de 3 kg aprox,22.37,8.95,kg
121096,carrefour-es,Sardina 500 g aprox,1.47,2.95,kg
121097,carrefour-es,Pescadilla fina 1 kg aprox,5.9,5.9,kg
121098,carrefour-es,Bacaladilla 500 g aprox,1.45,2.9,kg
121099,carrefour-es,Solomillo de atún 200 g,3.0,25.0,kg
121100,carrefour-es,"Pescadilla de pincho 1,5 kg aprox",9.75,6.5,kg
121101,carrefour-es,Bacalao en filete 500 gr aprox,5.95,11.9,kg
121102,carrefour-es,Trucha asalmonada Calidad y Origen Carrefour 500 g aprox,2.97,5.95,kg
121103,carrefour-es,Boquerones 500 g aprox,2.95,5.9,kg
121104,carrefour-es,Lomo de salmón ecológico Carrefour Bio 300 g,12.99,43.3,kg
121105,carrefour-es,Lubina de estero Calidad y Origen Carrefour 500 g aprox,6.15,12.3,kg
121106,carrefour-es,Sardina parrocha 500 g aprox,2.75,5.5,kg
121107,carrefour-es,Gallo ración 500 g aprox,3.25,6.5,kg
121108,carrefour-es,"Rodaballo Calidad y Origen Carrefour 1,5 kg aprox",16.72,11.15,kg
121109,carrefour-es,Escalopines de salmón ecológico Carrefour Bio 270 g,11.99,44.41,kg
121110,carrefour-es,Rape blanco 2 kg aprox,21.8,10.9,kg
121111,carrefour-es,Merluza merca en filetes 500 g aprox,7.45,14.9,kg
121112,carrefour-es,Salmón en filete Calidad y Origen Carrefour 500 g aprox,11.95,23.9,kg
121113,carrefour-es,Mejillón fresco ecológico Carrefour Bio 1 kg,1.89,1.89,kg
121114,carrefour-es,Almeja marinera fresca 500 g,3.6,7.2,kg
121115,carrefour-es,Langostino cocido (30/40 ud) 500 g aprox,4.97,9.95,kg
121116,carrefour-es,Langostino cocido (40/60 ud) 1 kg aprox ,7.99,7.99,kg
121117,carrefour-es,Langostino gordo fresco (20/30 ud) 500 g,4.95,9.9,kg
121118,carrefour-es,Mejillón pasteurizado Calidad y Origen Carrefour 800 g,4.5,5.62,kg
