id,supermarket,name,price,reference_price,reference_unit
249845,mercadona-es,Pan maxi hamburguesa Hacendado,0.79,2.63,kg
249846,mercadona-es,Tortillas de trigo Hacendado,1.11,3.08,kg
249847,mercadona-es,Pan hot dog Hacendado,0.75,2.27,kg
249848,mercadona-es,Pan de hamburguesa Hacendado sin sésamo,0.85,3.86,kg
249849,mercadona-es,Maxi tortillas de trigo Hacendado,1.35,3.75,kg
249850,mercadona-es,Mini bocados Hacendado,0.95,5.76,kg
249851,mercadona-es,Pan de Pita Original precocido,1.19,2.98,kg
249852,mercadona-es,Tortillas de maíz sin gluten Old El Paso,1.95,9.38,kg
249853,mercadona-es,Piadinas pan estilo italiano Hacendado,1.95,6.09,kg
249854,mercadona-es,Mini tortillas de trigo Hacendado,1.5,5.0,kg
249855,mercadona-es,Pan de hamburguesa 100% integral Hacendado,1.1,3.33,kg
249856,mercadona-es,Pan tostado 60% integral Hacendado,1.45,2.64,kg
249857,mercadona-es,Panecillo tostado 60% integral Hacendado,0.78,2.6,kg
249858,mercadona-es,Tortas cenceñas para gazpacho manchego Ruiz,0.51,2.91,kg
249859,mercadona-es,Pan tostado classic Hacendado,1.3,2.36,kg
249860,mercadona-es,Panecillo tostado classic Hacendado,0.78,2.6,kg
249861,mercadona-es,Mini biscotes de trigo Minigrill,0.55,4.58,kg
249862,mercadona-es,Pan tostado con tomate Hacendado,0.9,5.29,kg
249863,mercadona-es,Mini tostadas de trigo Minigrill extra finas,1.0,10.0,kg
249864,mercadona-es,Pan tostado cereales y semillas Hacendado,1.99,3.62,kg
249865,mercadona-es,Pan tostado con ajo y perejil Hacendado,0.9,5.29,kg
249866,mercadona-es,Panecillos tostados cereales y semillas Hacendado,0.9,3.6,kg
249867,mercadona-es,Pan tostado pasas Hacendado,1.0,8.33,kg
249868,mercadona-es,Pan tostado para dipear y untar Pan Spezial,1.5,6.0,kg
249869,mercadona-es,Mini tostas de trigo integrales Minigrill extra finas,1.0,10.0,kg
249870,mercadona-es,Pan tostado 100% integral bajo en sal y en azúcares Hacendado,1.95,3.61,kg
249871,mercadona-es,Mini biscotes integrales Minigrill,0.56,4.67,kg
249872,mercadona-es,Pan tostado 100% espelta integral Hacendado,1.3,5.2,kg
249873,mercadona-es,Pan tostado vitalité Wasa,2.3,8.21,kg
249874,mercadona-es,Pan rallado Hacendado,0.67,0.89,kg
249875,mercadona-es,Pan rallado con ajo y perejil Hacendado,0.8,1.6,kg
249876,mercadona-es,Pan rallado casero Hacendado,0.88,1.76,kg
249877,mercadona-es,Pan rallado sin gluten Hacendado,1.95,5.57,kg
249878,mercadona-es,Crackers integrales de espelta Bachman,1.5,6.25,kg
249879,mercadona-es,Pan de fibra y sésamo Hacendado,0.95,3.8,kg
249880,mercadona-es,Crakers tuc saladas Lu,1.55,7.75,kg
249881,mercadona-es,Galletas saladas salpicks Galbusera,1.5,3.75,kg
249882,mercadona-es,Crackers 30% integral Galbusera,1.78,3.56,kg
249883,mercadona-es,Crackers con sal Galbusera,1.78,3.56,kg
249884,mercadona-es,Mini tartaletas Confiletas,1.65,14.73,kg
249885,mercadona-es,Crackers sin gluten Hacendado con romero,1.5,7.5,kg
249886,mercadona-es,Tostadas sin gluten Hacendado,1.45,14.5,kg
249916,mercadona-es,Fartons,1.6,6.4,kg
249917,mercadona-es,Napolitana rellena de cacao,1.35,0.45,ud
249918,mercadona-es,Berlina al cacao,1.2,5.0,kg
249919,mercadona-es,Berlina al cacao,2.0,4.17,kg
249920,mercadona-es,Croissant de mantequilla,0.29,5.8,kg
249921,mercadona-es,Berlina glacé,1.2,6.0,kg
249922,mercadona-es,Trenza con nueces de Pecán,0.6,6.67,kg
249923,mercadona-es,Rosquillas al cacao,1.0,5.49,kg
249924,mercadona-es,Mini croissants de mantequilla,1.5,6.25,kg
249925,mercadona-es,Pastel de crema,0.34,6.8,kg
249926,mercadona-es,Caracolas rellenas de cacao,1.25,4.55,kg
249927,mercadona-es,Ensaimada,0.66,7.95,kg
249928,mercadona-es,Napolitana 3 chocolates,0.7,8.24,kg
249929,mercadona-es,Coca tradicional Hacendado,1.79,3.98,kg
249930,mercadona-es,Caracola con pasas,0.65,6.31,kg
249931,mercadona-es,Croissant de espelta,0.45,6.92,kg
249932,mercadona-es,Coca de chocolate,3.0,3.75,kg
249933,mercadona-es,Magdalenas con azúcar,1.55,4.08,kg
249934,mercadona-es,Coca con azúcar moreno y nueces,2.4,5.58,kg
249935,mercadona-es,Magdalenas con pepitas de chocolate,1.75,4.61,kg
249936,mercadona-es,Medias noches,1.55,7.05,kg
249937,mercadona-es,Muffin chocolate,1.0,8.33,kg
249938,mercadona-es,Magdalenas 100% integrales sin azúcares añadidos,2.5,6.58,kg
249939,mercadona-es,Magdalenas de yogur,1.15,3.83,kg
249940,mercadona-es,Coca sin gluten y sin lactosa,2.25,7.5,kg
249941,mercadona-es,Magdalenas sin gluten  y sin lactosa,2.1,7.0,kg
249942,mercadona-es,Xuxu relleno de crema,0.43,8.43,kg
249943,mercadona-es,Xuxu rayado relleno de chocolate,0.43,7.41,kg
249944,mercadona-es,Hojaldre de manzana,1.3,10.16,kg
249945,mercadona-es,Palmera de cacao,1.6,3.76,kg
249946,mercadona-es,Coca de chocolate sin gluten y sin lactosa,2.8,9.33,kg
249947,mercadona-es,Coca de zanahoria sin gluten y sin lactosa,2.9,9.67,kg
249948,mercadona-es,Coca de crema de avellana,4.4,8.98,kg
249949,mercadona-es,Cañas de hojaldre surtidas Hacendado,2.2,7.33,kg
249950,mercadona-es,Bollo Suizo,1.75,7.95,kg
249951,mercadona-es,Napolitana mixta jamón york y queso,0.7,6.19,kg
249952,mercadona-es,Empanada rellena de atún,3.5,7.0,kg
249953,mercadona-es,Mini saladas,1.98,5.08,kg
249954,mercadona-es,Empanadilla de tomate,0.9,7.5,kg
249955,mercadona-es,Mini saladas,1.0,5.13,kg
249956,mercadona-es,Mini empanadillas de pisto,1.5,7.58,kg
249957,mercadona-es,Empanadilla de espinacas,0.9,7.5,kg
249958,mercadona-es,Empanada de hojaldre con tomate,1.2,8.28,kg
249959,mercadona-es,Empanada rellena de atún,6.25,5.59,kg
249960,mercadona-es,Pizza jamón,1.8,12.08,kg
249961,mercadona-es,Hojaldre de alga kale y espinacas,1.0,10.0,kg
249962,mercadona-es,Empanada de verduras,2.95,5.9,kg
249963,mercadona-es,Empanada rellena de pollo y setas con crema de queso,3.5,7.0,kg
250025,mercadona-es,Tarta carrot cake Hacendado congelada,9.0,10.0,kg
250026,mercadona-es,Tarta red velvet Hacendado congelada,9.0,12.86,kg
250027,mercadona-es,Tarta dúo sabores Hacendado congelada,9.0,8.26,kg
250028,mercadona-es,Tarta bombón crujiente Hacendado congelada,7.0,8.75,kg
250029,mercadona-es,Tarta massini Hacendado congelada,9.0,11.39,kg
250030,mercadona-es,Tarta blanca Hacendado con relleno sabor a nata y cacao,7.0,13.33,kg
250031,mercadona-es,Tarta tres chocolates Hacendado congelada,8.0,9.09,kg
250032,mercadona-es,Mousse de queso Hacendado congelado,6.5,12.5,kg
250033,mercadona-es,Tarta de tiramisú Hacendado congelada,7.0,14.0,kg
250034,mercadona-es,Tarta de la abuela Hacendado congelada,7.5,9.09,kg
250035,mercadona-es,Tarta de la abuela Hacendado congelada,11.5,6.05,kg
250036,mercadona-es,Tarta San Marcos Hacendado congelada,11.0,6.67,kg
250037,mercadona-es,Tarta selva negra Hacendado congelada,11.5,6.05,kg
250038,mercadona-es,Mousse de limón Hacendado congelado,8.0,9.94,kg
250039,mercadona-es,Tarta de galleta 0 Hacendado congelada,7.5,22.06,kg
250040,mercadona-es,Tarta de galleta 1 Hacendado congelada,7.5,25.86,kg
250041,mercadona-es,Tarta de galleta 2 Hacendado congelada,7.5,21.43,kg
250042,mercadona-es,Tarta de galleta 3 Hacendado congelada,7.5,23.44,kg
250043,mercadona-es,Tarta de galleta 4 Hacendado congelada,7.5,23.08,kg
250044,mercadona-es,Tarta de galleta 5 Hacendado congelada,7.5,20.83,kg
250045,mercadona-es,Tarta de galleta 6/9 Hacendado congelada,7.5,21.43,kg
250046,mercadona-es,Tarta de galleta 7 Hacendado congelada,7.5,25.0,kg
250047,mercadona-es,Tarta de galleta 8 Hacendado congelada,7.5,21.43,kg
250048,mercadona-es,Trenza hojaldre de mantequilla Hacendado congelada,6.5,15.12,kg
250049,mercadona-es,Tarta infantil El Rey León congelada,11.0,6.47,kg
250050,mercadona-es,Tarta infantil El Rey León congelada,7.5,10.0,kg
250051,mercadona-es,Tarta infantil Minions congelada,11.0,6.47,kg
250052,mercadona-es,Tarta infantil Minions congelada,7.5,10.0,kg
250053,mercadona-es,Tarta infantil Frozen congelada,11.0,6.47,kg
250054,mercadona-es,Tarta infantil Frozen congelada,7.5,10.0,kg
250055,mercadona-es,Tarta infantil Peppa Pig congelada,11.0,6.47,kg
250056,mercadona-es,Tarta infantil Peppa Pig congelada,7.5,10.0,kg
250057,mercadona-es,"Macarons de limón, pistacho, café, fresa y chocolate",1.75,31.82,kg
250058,mercadona-es,Lionesas de nata y trufa Hacendado congeladas,4.0,11.43,kg
250059,mercadona-es,Surtido de repostería congelada,4.0,18.6,kg
250060,mercadona-es,Trufas de chocolate congeladas,3.3,16.18,kg
250061,mercadona-es,Coulant de chocolate sin gluten,2.5,12.5,kg
250062,mercadona-es,Bolsa pastelería,0.4,0.4,ud
250063,mercadona-es,Harina de trigo Hacendado,0.43,0.43,kg
250064,mercadona-es,Harina de trigo Hacendado grande,1.95,0.39,kg
250065,mercadona-es,Harina de fuerza,0.73,0.73,kg
250066,mercadona-es,Preparado para bizcochos con levadura incorporada,0.83,0.83,kg
250067,mercadona-es,Harina de maíz blanco precocida Hacendado,1.5,1.5,kg
250068,mercadona-es,Preparado para rebozar Harinera del Mar sin huevo y tempura,1.45,1.45,kg
250069,mercadona-es,Harina fina de maíz Hacendado,0.69,1.73,kg
250070,mercadona-es,Harina integral de trigo Aragonesa,0.8,0.8,kg
250071,mercadona-es,Preparado para pizzas,1.1,1.1,kg
250072,mercadona-es,Harina para fritos Nurture,0.8,0.8,kg
250073,mercadona-es,Harina de arroz Hacendado,0.95,1.9,kg
250074,mercadona-es,Harina de almortas de la Mancha,1.35,2.7,kg
250075,mercadona-es,Preparado panificable Hacendado sin gluten,2.2,2.68,kg
250076,mercadona-es,Preparado para bizcocho bolo sin gluten Hacendado,2.2,5.87,kg
250077,mercadona-es,Harina de centeno integral Hacendado,1.0,2.0,kg
250078,mercadona-es,Levadura fresca Levital,0.34,6.8,kg
250079,mercadona-es,Chocolate negro Hacendado fundir,0.9,4.5,kg
250080,mercadona-es,Levadura en polvo Royal,1.85,23.13,kg
250081,mercadona-es,Levadura en polvo Hacendado,0.6,6.67,kg
250082,mercadona-es,Gasificante repostería casera Hacendado,0.49,1.11,100 g
250083,mercadona-es,Gelatina neutra en láminas Hacendado,0.99,4.95,100 g
250084,mercadona-es,Preparado en polvo cuajada azucarada Royal sabor lácteo,1.13,2.35,100 g
250085,mercadona-es,Preparado en polvo flan Royal,1.5,8.06,kg
250086,mercadona-es,Gotas de chocolate para fundir Hacendado,1.5,6.0,kg
250087,mercadona-es,Preparado en polvo flan Hacendado,0.85,4.47,kg
250088,mercadona-es,Chocolate blanco Hacendado fundir,1.3,6.5,kg
250089,mercadona-es,Preparado en polvo flanes y natillas Maizena Potax,1.0,5.21,kg
250090,mercadona-es,Base de tarta Hacendado,2.5,7.14,kg
250091,mercadona-es,Aroma de vainilla Hacendado,2.1,14.0,L
250092,mercadona-es,Preparado en polvo gelatina piña Hacendado,1.05,6.18,kg
250093,mercadona-es,Preparado en polvo para pancakes Hacendado,1.5,6.82,kg
250094,mercadona-es,Preparado en polvo natillas Royal,1.1,11.0,kg
250095,mercadona-es,Preparado en polvo para crepes Hacendado,1.5,7.5,kg
250096,mercadona-es,Preparado en polvo gelatina fresa Hacendado,1.05,6.18,kg
250097,mercadona-es,Preparado en polvo gelatina sandía Hacendado,1.05,6.18,kg
250098,mercadona-es,Preparado en polvo gelatina fresa Hacendado 0% azúcar,1.19,4.58,100 g
250099,mercadona-es,Preparado en polvo gelatina arándano Hacendado 0% azúcar,1.19,3.84,100 g
250100,mercadona-es,Aroma agua de azahar Hacendado,1.8,12.0,L
250101,mercadona-es,Agar en polvo gelificante 100% vegetal Hacendado,1.95,24.38,100 g
250102,mercadona-es,Chocolate negro Hacendado fundir 0% azúcares añadidos,1.5,7.5,kg
250103,mercadona-es,Chocolate con leche Hacendado fundir,1.1,5.5,kg
250104,mercadona-es,Preparado gelatina limón Hacendado,1.05,6.18,kg
250105,mercadona-es,Levadura instantánea,2.5,5.0,kg
250106,mercadona-es,Levadura en polvo Hacendado,1.2,6.0,kg
250107,mercadona-es,Levadura de panadería Nurture,1.8,21.43,kg
250108,mercadona-es,Masa de hojaldre sin gluten Hacendado,2.4,8.57,kg
250109,mercadona-es,Masa fresca hojaldre Hacendado,2.25,4.33,kg
250110,mercadona-es,Masa para empanadillas y postres Buitoni,0.89,5.56,kg
250111,mercadona-es,Masa fresca Hacendado hojaldre con mantequilla,2.38,4.58,kg
250112,mercadona-es,Masa fresca quebrada brisa Hacendado,2.38,5.17,kg
250113,mercadona-es,Masa fresca empanada Hacendado,2.38,5.17,kg
250114,mercadona-es,Masa de hojaldre Hacendado ultracongelada,1.3,2.6,kg
250115,mercadona-es,Masa filo Hacendado,1.85,7.4,kg
250141,mercadona-es,Leche semidesnatada Hacendado,3.48,0.58,L
250142,mercadona-es,Leche semidesnatada Hacendado,0.58,0.58,L
250143,mercadona-es,Leche semidesnatada Hacendado,1.35,1.13,L
250144,mercadona-es,Leche semidesnatada Hacendado,6.18,0.69,L
250145,mercadona-es,Leche semidesnatada Hacendado,1.03,0.69,L
250146,mercadona-es,Leche semidesnatada sin lactosa Hacendado,4.5,0.75,L
250147,mercadona-es,Leche semidesnatada sin lactosa Hacendado,0.75,0.75,L
250148,mercadona-es,Leche semidesnatada sin lactosa Hacendado,1.55,1.29,L
250149,mercadona-es,Leche semidesnatada calcio Hacendado,4.26,0.71,L
250150,mercadona-es,Leche semidesnatada calcio Hacendado,0.71,0.71,L
250151,mercadona-es,Leche semidesnatada Asturiana,7.5,0.83,L
250152,mercadona-es,Leche semidesnatada Asturiana,1.25,0.83,L
250153,mercadona-es,Leche semidesnatada Pascual,5.34,0.89,L
250154,mercadona-es,Leche semidesnatada Pascual,0.89,0.89,L
250155,mercadona-es,Leche semidesnatada calcio Puleva,7.14,1.19,L
250156,mercadona-es,Leche semidesnatada calcio Puleva,1.19,1.19,L
250157,mercadona-es,Bebida láctea semidesnatada con fibra Hacendado,5.1,0.85,L
250158,mercadona-es,Bebida láctea semidesnatada con fibra Hacendado,0.85,0.85,L
250159,mercadona-es,Bebida láctea semidesnatada Folic-B Flora,6.16,1.54,L
250160,mercadona-es,Bebida láctea semidesnatada Folic-B Flora,1.54,1.54,L
250161,mercadona-es,Leche semidesnatada de cabra Hacendado,7.56,1.26,L
250162,mercadona-es,Leche semidesnatada de cabra Hacendado,1.26,1.26,L
250163,mercadona-es,Leche semidesnatada fresca Hacendado,0.89,0.89,L
250164,mercadona-es,Leche semidesnatada sin lactosa Hacendado,7.8,0.87,L
250165,mercadona-es,Leche semidesnatada sin lactosa Hacendado,1.3,0.87,L
250166,mercadona-es,Leche desnatada sin lactosa Hacendado,4.44,0.74,L
250167,mercadona-es,Leche desnatada sin lactosa Hacendado,0.74,0.74,L
250168,mercadona-es,Leche desnatada Hacendado,3.42,0.57,L
250169,mercadona-es,Leche desnatada Hacendado,0.57,0.57,L
250170,mercadona-es,Leche desnatada calcio Hacendado,4.2,0.7,L
250171,mercadona-es,Leche desnatada calcio Hacendado,0.7,0.7,L
250172,mercadona-es,Leche desnatada Hacendado,6.0,0.67,L
250173,mercadona-es,Leche desnatada Hacendado,1.0,0.67,L
250174,mercadona-es,Leche desnatada Pascual,5.34,0.89,L
250175,mercadona-es,Leche desnatada Pascual,0.89,0.89,L
250176,mercadona-es,Bebida láctea desnatada omega 3 Puleva,8.34,1.39,L
250177,mercadona-es,Bebida láctea desnatada omega 3 Puleva,1.39,1.39,L
250178,mercadona-es,Leche desnatada Asturiana,7.5,0.83,L
250179,mercadona-es,Leche desnatada Asturiana,1.25,0.83,L
250180,mercadona-es,Leche desnatada calcio Puleva,7.14,1.19,L
250181,mercadona-es,Leche desnatada calcio Puleva,1.19,1.19,L
250182,mercadona-es,Bebida láctea desnatada omega 3 Hacendado,5.4,0.9,L
250183,mercadona-es,Bebida láctea desnatada omega 3 Hacendado,0.9,0.9,L
250184,mercadona-es,Bebida láctea desnatada omega 3 nueces Puleva,8.94,1.49,L
250185,mercadona-es,Bebida láctea desnatada omega 3 nueces Puleva,1.49,1.49,L
250186,mercadona-es,Leche en polvo desnatada,4.0,5.71,kg
250187,mercadona-es,Leche desnatada fresca Hacendado,0.88,0.88,L
250188,mercadona-es,Leche desnatada alta en proteínas Hacendado,7.5,1.25,L
250189,mercadona-es,Leche desnatada alta en proteínas Hacendado,1.25,1.25,L
250190,mercadona-es,Leche entera Hacendado,3.54,0.59,L
250191,mercadona-es,Leche entera Hacendado,0.59,0.59,L
250192,mercadona-es,Leche entera Hacendado,1.35,1.13,L
250193,mercadona-es,Leche entera Asturiana,7.5,0.83,L
250194,mercadona-es,Leche entera Asturiana,1.25,0.83,L
250195,mercadona-es,Leche entera sin lactosa Hacendado,4.56,0.76,L
250196,mercadona-es,Leche entera sin lactosa Hacendado,0.76,0.76,L
250197,mercadona-es,Leche entera Pascual,5.34,0.89,L
250198,mercadona-es,Leche entera Pascual,0.89,0.89,L
250199,mercadona-es,Leche entera Hacendado,6.36,0.71,L
250200,mercadona-es,Leche entera Hacendado,1.06,0.71,L
250201,mercadona-es,Leche entera calcio Hacendado,4.32,0.72,L
250202,mercadona-es,Leche entera calcio Hacendado,0.72,0.72,L
250203,mercadona-es,Leche entera calcio Puleva,7.14,1.19,L
250204,mercadona-es,Leche entera calcio Puleva,1.19,1.19,L
250205,mercadona-es,Leche entera fresca Hacendado,0.9,0.9,L
250206,mercadona-es,Bebida de avena Alitey,6.9,1.15,L
250207,mercadona-es,Bebida de avena Alitey,1.15,1.15,L
250208,mercadona-es,Horchata fresca Hacendado,1.9,2.53,L
250209,mercadona-es,Horchata fresca Hacendado,0.85,3.4,L
250210,mercadona-es,Bebida de soja calcio Hacendado,4.8,0.8,L
250211,mercadona-es,Bebida de soja con calcio Hacendado,0.8,0.8,L
250212,mercadona-es,Bebida de soja con calcio Hacendado,1.2,1.6,L
250213,mercadona-es,Bebida de soja sin azúcares añadidos Hacendado,5.28,0.88,L
250214,mercadona-es,Bebida de soja sin azúcares añadidos Hacendado,0.88,0.88,L
250215,mercadona-es,Bebida de almendras zero Soymilk,8.4,1.4,L
250216,mercadona-es,Bebida de almendras zero Soymilk,1.4,1.4,L
250217,mercadona-es,Bebida de arroz Alitey,6.78,1.13,L
250218,mercadona-es,Bebida de arroz Alitey,1.13,1.13,L
250219,mercadona-es,Bebida de almendras Almendrola,10.8,1.8,L
250220,mercadona-es,Bebida de almendras Almendrola,1.8,1.8,L
250221,mercadona-es,Bebida de soja con chocolate Hacendado,6.12,1.02,L
250222,mercadona-es,Bebida de soja con chocolate Hacendado,1.02,1.02,L
250223,mercadona-es,Bebida de soja sabor chocolate Hacendado,1.25,1.67,L
250224,mercadona-es,Bebida de soja Vivesoy,8.88,1.48,L
250225,mercadona-es,Bebida de soja clásica Vivesoy,1.48,1.48,L
250226,mercadona-es,Bebida de soja sabor café Hacendado,6.84,1.14,L
250227,mercadona-es,Bebida de soja sabor café Hacendado,1.14,1.14,L
250228,mercadona-es,Bebida de soja ligera Vivesoy,8.88,1.48,L
250229,mercadona-es,Bebida de soja ligera Vivesoy,1.48,1.48,L
250230,mercadona-es,Bebida de almendras Soymilk,8.4,1.4,L
250231,mercadona-es,Bebida de almendras Soymilk,1.4,1.4,L
250232,mercadona-es,Bebida de soja sabor vainilla Hacendado,6.06,1.01,L
250233,mercadona-es,Bebida de soja sabor vainilla Hacendado,1.01,1.01,L
250234,mercadona-es,Leche de coco Dee Thai,1.5,3.75,L
250235,mercadona-es,Bebida de soja ligera Hacendado,5.1,0.85,L
250236,mercadona-es,Bebida de soja ligera Hacendado,0.85,0.85,L
250237,mercadona-es,Bebida de arroz y coco Hacendado,9.6,1.6,L
250238,mercadona-es,Bebida de arroz y coco Hacendado,1.6,1.6,L
250239,mercadona-es,Bebida de espelta Hacendado,8.7,1.45,L
250240,mercadona-es,Bebida de espelta Hacendado,1.45,1.45,L
250241,mercadona-es,Bebida de chufa Hacendado sin azúcares añadidos,1.35,1.35,L
250242,mercadona-es,Horchata de chufa Hacendado,1.0,1.0,L
250243,mercadona-es,Horchata de chufa Hacendado,1.6,1.62,L
250244,mercadona-es,Bebida de avena con café Hacendado,0.85,3.4,L
250245,mercadona-es,Batido de chocolate Hacendado,1.05,0.88,L
250246,mercadona-es,Batido de chocolate Hacendado,0.85,0.85,L
250247,mercadona-es,Batido de chocolate 90% leche Hacendado,1.35,1.13,L
250248,mercadona-es,Batido de chocolate 90% leche Hacendado,1.0,1.0,L
250249,mercadona-es,Batido de chocolate 90% leche Puleva,1.79,1.49,L
250250,mercadona-es,Batido de chocolate Cola Cao Energy,1.99,2.65,L
250251,mercadona-es,Batido de vainilla Hacendado,1.09,0.91,L
250252,mercadona-es,Batido sabor vainilla Hacendado,0.85,0.85,L
250253,mercadona-es,Batido sabor fresa Hacendado,1.09,0.91,L
250254,mercadona-es,Batido sabor fresa Hacendado,0.85,0.85,L
250255,mercadona-es,Bebida láctea crecimiento y desarrollo Puleva Max,7.92,1.32,L
250256,mercadona-es,Bebida láctea crecimiento y desarrollo Puleva Max,1.32,1.32,L
250257,mercadona-es,Bebida láctea con cereales crecimiento y desarrollo Puleva Max,8.76,1.46,L
250258,mercadona-es,Bebida láctea con cereales crecimiento y desarrollo Puleva Max,1.46,1.46,L
250259,mercadona-es,Bebida láctea con cacao y cereales crecimiento y desarrollo Puleva Max,1.25,2.08,L
250260,mercadona-es,Bebida láctea energía y crecimiento Hacendado,5.7,0.95,L
250261,mercadona-es,Bebida láctea energía y crecimiento Hacendado,0.95,0.95,L
250262,mercadona-es,Bebida láctea energía y crecimiento Hacendado,1.37,1.14,L
250263,mercadona-es,Preparado lácteo crecimiento Peques 3 Puleva,8.7,1.45,L
250264,mercadona-es,Preparado lácteo crecimiento Peques 3 Puleva,1.45,1.45,L
250265,mercadona-es,Preparado lácteo con cereales crecimiento Peques 3 Puleva,8.7,1.45,L
250266,mercadona-es,Preparado lácteo con cereales crecimiento Peques 3 Puleva,1.45,1.45,L
250267,mercadona-es,Preparado lácteo cereales al cacao Peques 3 Puleva,1.41,2.35,L
250268,mercadona-es,Leche de continuación Peques 2 Puleva,8.7,1.45,L
250269,mercadona-es,Leche de continuación Peques 2 Puleva,1.45,1.45,L
250270,mercadona-es,Preparado lácteo crecimiento +1 año Hacendado,6.0,1.0,L
250271,mercadona-es,Preparado lácteo crecimiento +1 año Hacendado,1.05,1.05,L
250272,mercadona-es,Preparado lácteo crecimiento +1 año Hacendado,1.55,1.29,L
250273,mercadona-es,Preparado lácteo crecimiento sabor a cereales Junior Nestlé,1.5,1.5,L
250274,mercadona-es,Preparado lácteo crecimiento Junior Nestlé,5.8,1.45,L
250275,mercadona-es,Preparado lácteo crecimiento Junior Nestlé,1.5,1.5,L
250276,mercadona-es,Preparado lácteo con cereales crecimiento Hacendado +1 año,6.6,1.1,L
250277,mercadona-es,Preparado lácteo con cereales crecimiento Hacendado +1 año,1.15,1.15,L
250278,mercadona-es,Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año,1.75,1.46,L
250279,mercadona-es,Leche condensada entera Nutricia,1.99,1.99,kg
250280,mercadona-es,Leche condensada entera Nutricia,1.09,2.75,kg
250281,mercadona-es,Leche condensada entera Nutricia,1.41,3.13,kg
250282,mercadona-es,Leche condensada desnatada Nutricia,1.52,3.38,kg
250283,mercadona-es,Leche condensada desnatada Nutricia,2.0,1.92,kg
250284,mercadona-es,Leche condensada desnatada Nutricia sin lactosa,2.5,5.56,kg
250285,mercadona-es,Bebida láctea sabor canela y limón Hacendado,1.25,1.25,L
250286,mercadona-es,Bebida láctea sabor canela y limón Hacendado,1.6,1.33,L
250287,mercadona-es,Leche evaporada Hacendado,0.85,2.58,L
250288,mercadona-es,Crema de leche para café Campina,0.75,3.75,L
250289,mercadona-es,Crema de almendras Nectina,2.95,5.9,kg
250290,mercadona-es,Preparado de leche en cápsula Cocatech,3.25,11.95,kg
250291,mercadona-es,Mantequilla sin sal añadida Hacendado,1.5,6.0,kg
250292,mercadona-es,Mantequilla sin sal añadida Hacendado,1.65,6.6,kg
250293,mercadona-es,Mantequilla en porciones Hacendado sin sal añadida,1.3,8.67,kg
250294,mercadona-es,Mantequilla con sal Hacendado,1.5,6.0,kg
250295,mercadona-es,Mantequilla con sal Hacendado,1.65,6.6,kg
250296,mercadona-es,Mantequilla light con sal Hacendado,1.3,5.2,kg
250297,mercadona-es,Mantequilla sin lactosa Hacendado,1.8,7.2,kg
250299,mercadona-es,Margarina Hacendado,0.8,1.6,kg
250300,mercadona-es,Margarina Tulipán,1.59,3.18,kg
250301,mercadona-es,Margarina con sal Hacendado,0.8,1.6,kg
250302,mercadona-es,Margarina ligera Hacendado,0.8,1.6,kg
250303,mercadona-es,Margarina original Flora,2.49,4.98,kg
250304,mercadona-es,Proactiv Flora,2.49,9.96,kg
250305,mercadona-es,Margarina con sal Tulipán,1.59,3.18,kg
250306,mercadona-es,Margarina 100% vegetal Hacendado,1.35,5.4,kg
250307,mercadona-es,Nata ligera para cocinar Hacendado,1.32,2.2,L
250308,mercadona-es,Nata ligera para cocinar Hacendado,1.05,2.1,L
250309,mercadona-es,Nata montada azucarada Hacendado,0.99,3.96,kg
250310,mercadona-es,Nata para montar Hacendado,1.05,2.1,L
250311,mercadona-es,Nata para montar Hacendado,1.38,2.3,L
250312,mercadona-es,Bechamel Hacendado,1.55,2.58,L
250313,mercadona-es,Nata fresca para cocinar Hacendado,1.05,5.25,L
250315,mercadona-es,Crema de soja Hacendado,1.0,5.0,L
250317,mercadona-es,Nata montada azucarada sin lactosa Friocrem,1.5,6.0,kg
250318,mercadona-es,Nata ligera para cocinar sin lactosa Hacendado,1.9,3.17,L
250319,mercadona-es,Huevos super grandes XL,2.17,2.17,dc
250320,mercadona-es,Huevos grandes L,1.45,1.45,dc
250321,mercadona-es,Huevos grandes L,0.95,1.9,dc
250322,mercadona-es,Huevos medianos M,2.42,1.21,dc
250323,mercadona-es,Huevos medianos M,1.29,1.29,dc
250324,mercadona-es,Huevos de gallinas camperas,1.28,2.56,dc
250325,mercadona-es,Huevos cocidos Hacendado,1.17,2.34,dc
250326,mercadona-es,Huevos de codorniz,1.19,0.79,dc
250327,mercadona-es,Claras de huevo líquidas pasteurizadas,2.1,2.1,L
250328,mercadona-es,Claras de huevo líquidas pasteurizadas,1.3,4.33,L
250329,mercadona-es,Cereales rellenos de leche Hacendado,1.89,3.78,kg
250330,mercadona-es,Mini cereales rellenos de leche Hacendado,1.6,9.14,kg
250331,mercadona-es,Cereales Choco Flakes Cuétara,2.45,4.45,kg
250332,mercadona-es,Cereales rellenos de chocolate y avellana Hacendado,1.59,3.18,kg
250333,mercadona-es,Mini cereales rellenos de chocolate y avellanas Hacendado,1.3,7.43,kg
250334,mercadona-es,Copos de maíz Corn Flakes Hacendado,1.05,2.1,kg
250335,mercadona-es,Cereales de arroz inflado con chocolate Hacendado,1.75,3.5,kg
250336,mercadona-es,Copos de trigo con chocolate Chocapic original,2.99,4.78,kg
